pantheria_tax_id	pantheria_tax_label
1107	Ctenomys pearsoni
1108	Ctenomys perrensi
1109	Ctenomys peruanus
1110	Ctenomys pilarensis
1111	Ctenomys pontifex
1112	Ctenomys porteousi
1113	Ctenomys pundti
1114	Ctenomys rionegrensis
1115	Ctenomys roigi
1116	Ctenomys saltarius
1117	Ctenomys scagliai
1118	Ctenomys sericeus
1119	Ctenomys sociabilis
1120	Ctenomys steinbachi
1121	Ctenomys sylvanus
1122	Ctenomys talarum
1123	Ctenomys torquatus
1124	Ctenomys tuconax
1125	Ctenomys tucumanus
1126	Ctenomys tulduco
1127	Ctenomys validus
1128	Ctenomys viperinus
1129	Ctenomys yolandae
1130	Cuniculus paca
1131	Cuniculus taczanowskii
1132	Cuon alpinus
1133	Cuscomys ashaninka
1134	Cuscomys oblativa
1135	Cyclopes didactylus
1136	Cynictis penicillata
1137	Cynocephalus volans
1138	Cynogale bennettii
1139	Cynomops abrasus
1140	Cynomops greenhalli
1141	Cynomops mexicanus
1142	Cynomops paranus
1143	Cynomops planirostris
1144	Cynomys gunnisoni
1145	Cynomys leucurus
1146	Cynomys ludovicianus
1147	Cynomys mexicanus
1148	Cynomys parvidens
1149	Cynopterus brachyotis
1150	Cynopterus horsfieldii
1151	Cynopterus luzoniensis
1152	Cynopterus minutus
1153	Cynopterus nusatenggara
1154	Cynopterus sphinx
1155	Cynopterus titthaecheilus
1156	Cystophora cristata
1157	Cyttarops alecto
1158	Dacnomys millardi
1159	Dactylomys boliviensis
1160	Dactylomys dactylinus
1161	Dactylomys peruanus
1162	Dactylopsila megalura
1163	Dactylopsila palpator
1164	Dactylopsila tatei
1165	Dactylopsila trivirgata
1166	Dama dama
1167	Damaliscus korrigum
1168	Damaliscus lunatus
1169	Damaliscus pygargus
1170	Damaliscus superstes
1171	Dasycercus cristicauda
1172	Dasykaluta rosamondae
1173	Dasymys alleni
1174	Dasymys cabrali
1175	Dasymys foxi
1176	Dasymys incomtus
1177	Dasypus septemcinctus
1178	Dasypus yepesi
1179	Dasyuroides byrnei
1180	Dasyurus albopunctatus
1181	Dasyurus geoffroii
1182	Dasyurus hallucatus
1183	Dasyurus maculatus
1184	Dasyurus spartacus
1185	Dasyurus viverrinus
1186	Daubentonia madagascariensis
1187	Delanymys brooksi
1188	Eptesicus japonensis
1189	Dipodillus rupicola
1190	Dipodillus simoni
1191	Dipodillus somalicus
1192	Dipodillus stigmonyx
1193	Dipodillus zakariai
1194	Dipodomys agilis
1195	Dipodomys californicus
1196	Dipodomys compactus
1197	Dipodomys deserti
1198	Dipodomys elator
1199	Dipodomys gravipes
1200	Dipodomys heermanni
1201	Dipodomys ingens
1202	Dipodomys merriami
1203	Dipodomys microps
1204	Dipodomys nelsoni
1205	Dipodomys nitratoides
1206	Dipodomys ordii
1207	Dipodomys panamintinus
1208	Dipodomys phillipsii
1209	Dipodomys simulans
1210	Dipodomys spectabilis
1211	Dipodomys stephensi
1212	Dipodomys venustus
1213	Dipus sagitta
1214	Distoechurus pennatus
1215	Dobsonia anderseni
1216	Dobsonia beauforti
1217	Dobsonia chapmani
1218	Dobsonia crenulata
1219	Dobsonia emersa
1220	Dobsonia exoleta
1221	Dobsonia inermis
1222	Dobsonia magna
1223	Dobsonia minor
1224	Dobsonia moluccensis
1225	Dobsonia pannietensis
1226	Dobsonia peronii
1227	Dobsonia praedatrix
1228	Dobsonia viridis
1229	Dolichotis patagonum
1230	Dolichotis salinicola
1231	Dologale dybowskii
1232	Dorcatragus megalotis
1233	Dorcopsis atrata
1234	Dorcopsis hageni
1235	Dorcopsis luctuosa
1236	Dorcopsis muelleri
1237	Dorcopsulus macleayi
1238	Dorcopsulus vanheurni
1239	Dremomys everetti
1240	Dremomys gularis
1241	Dremomys lokriah
1242	Dremomys pernyi
1243	Dremomys pyrrhomerus
1244	Dremomys rufigenis
1245	Dromiciops gliroides
1246	Dryomys laniger
1247	Dryomys niethammeri
1248	Dryomys nitedula
1249	Dugong dugon
1250	Dusicyon australis
1251	Dyacopterus brooksi
1252	Dyacopterus spadiceus
1253	Dymecodon pilirostris
1254	Echimys chrysurus
1255	Echimys saturnus
1256	Echimys semivillosus
1257	Echinoprocta rufescens
1258	Echinops telfairi
1259	Echinosorex gymnura
1260	Echiothrix centrosa
1261	Echiothrix leucura
1262	Echymipera clara
1263	Echymipera davidi
1264	Echymipera echinista
1265	Echymipera kalubu
1266	Echymipera rufescens
1267	Ectophylla alba
1268	Eidolon dupreanum
1269	Eidolon helvum
1270	Eira barbara
1271	Elaphodus cephalophus
1272	Elaphurus davidianus
1273	Elasmodontomys obliquus
1274	Elephantulus brachyrhynchus
1275	Elephantulus edwardii
1276	Elephantulus fuscipes
1277	Enhydra lutris
1278	Eoglaucomys fimbriatus
1279	Eolagurus luteus
1280	Eolagurus przewalskii
1281	Eonycteris major
1282	Eonycteris robusta
1283	Eonycteris spelaea
1284	Eospalax fontanierii
1285	Eospalax rothschildi
1286	Eospalax smithii
1287	Eothenomys cachinus
1288	Eothenomys chinensis
1289	Eothenomys custos
1290	Eothenomys melanogaster
1291	Eothenomys miletus
1292	Eothenomys olitor
1293	Eothenomys proditor
1294	Eothenomys wardi
1295	Eozapus setchuanus
1296	Episoriculus caudatus
1297	Episoriculus fumidus
1298	Episoriculus leucops
1299	Episoriculus macrurus
1300	Epixerus ebii
1301	Epomophorus angolensis
1302	Epomophorus crypturus
1303	Epomophorus gambianus
1304	Epomophorus grandis
1305	Epomophorus labiatus
1306	Epomophorus minimus
1307	Epomophorus minor
1308	Epomophorus wahlbergi
1309	Epomops buettikoferi
1310	Epomops dobsonii
1311	Epomops franqueti
1312	Eptesicus andinus
1313	Eptesicus bobrinskoi
1314	Eptesicus bottae
1315	Eptesicus brasiliensis
1316	Eptesicus chiriquinus
1317	Eptesicus diminutus
1318	Eptesicus dimissus
1319	Eptesicus floweri
1320	Eptesicus furinalis
1321	Eptesicus fuscus
1322	Eptesicus gobiensis
1323	Eptesicus guadeloupensis
1324	Eptesicus hottentotus
1325	Eptesicus innoxius
1326	Genetta servalina
1327	Genetta thierryi
1328	Genetta tigrina
1329	Genetta victoriae
1330	Geocapromys brownii
1331	Geocapromys ingrahami
1332	Geocapromys thoracatus
1333	Geogale aurita
1334	Geomys arenarius
1335	Geomys attwateri
1336	Geomys breviceps
1337	Geomys bursarius
1338	Geomys knoxjonesi
1339	Geomys personatus
1340	Geomys pinetis
1341	Geomys texensis
1342	Geomys tropicalis
1343	Georychus capensis
1344	Geoxus valdivianus
1345	Gerbilliscus afra
1346	Gerbilliscus boehmi
1347	Gerbilliscus brantsii
1348	Gerbilliscus guineae
1349	Gerbilliscus inclusus
1350	Gerbilliscus kempi
1351	Gerbilliscus leucogaster
1352	Gerbilliscus nigricaudus
1353	Gerbilliscus phillipsi
1354	Gerbilliscus robustus
1355	Gerbilliscus validus
1356	Gerbillurus paeba
1357	Gerbillurus setzeri
1358	Gerbillurus tytonis
1359	Gerbillurus vallinus
1360	Gerbillus acticola
1361	Gerbillus agag
1362	Gerbillus amoenus
1363	Gerbillus andersoni
1364	Gerbillus aquilus
1365	Gerbillus brockmani
1366	Gerbillus burtoni
1367	Gerbillus cheesmani
1368	Gerbillus dongolanus
1369	Gerbillus dunni
1370	Gerbillus famulus
1371	Gerbillus floweri
1372	Gerbillus garamantis
1373	Eschrichtius robustus
1374	Eubalaena australis
1375	Eubalaena glacialis
1376	Eubalaena japonica
1377	Euchoreutes naso
1378	Euderma maculatum
1379	Eudiscopus denticulus
1380	Eudorcas rufifrons
1381	Eumops auripendulus
1382	Eumops bonariensis
1383	Eumops dabbenei
1384	Eumops glaucinus
1385	Eumops hansae
1386	Eumops maurus
1387	Exilisciurus exilis
1388	Exilisciurus whiteheadi
1389	Falsistrellus affinis
1390	Falsistrellus mackenziei
1391	Falsistrellus mordax
1392	Falsistrellus petersi
1393	Falsistrellus tasmaniensis
1394	Felis bieti
1395	Felis catus
1396	Felis chaus
1397	Felis manul
1398	Felis margarita
1399	Felis nigripes
1400	Graphiurus ocularis
1401	Graphiurus platyops
1402	Graphiurus rupicola
1403	Graphiurus surdus
1404	Gulo gulo
1405	Gymnobelideus leadbeateri
1406	Gymnuromys roberti
1407	Habromys chinanteco
1408	Habromys delicatulus
1409	Habromys ixtlani
1410	Habromys lepturus
1411	Habromys lophurus
1412	Habromys simulatus
1413	Hadromys humei
1414	Hadromys yunnanensis
1415	Haeromys margarettae
1416	Haeromys minahassae
1417	Haeromys pusillus
1418	Halichoerus grypus
1419	Handleyomys fuscatus
1420	Handleyomys intectus
1421	Hapalemur alaotrensis
1422	Hapalemur aureus
1423	Hapalemur griseus
1424	Hapalemur occidentalis
1425	Hapalomys delacouri
1426	Hapalomys longicaudatus
1427	Haplonycteris fischeri
1428	Harpiocephalus harpia
1429	Harpiocephalus mordax
1430	Harpyionycteris celebensis
1431	Harpyionycteris whiteheadi
1432	Heimyscus fumosus
1433	Helarctos malayanus
1434	Heliophobius argenteocinereus
1435	Herpestes fuscus
1436	Herpestes ichneumon
1437	Herpestes javanicus
1438	Herpestes naso
1439	Herpestes semitorquatus
1440	Herpestes smithii
1441	Herpestes urva
1442	Felis silvestris
1443	Felovia vae
1444	Feresa attenuata
1445	Feroculus feroculus
1446	Fossa fossana
1447	Funambulus layardi
1448	Funambulus palmarum
1449	Funambulus pennantii
1450	Funambulus sublineatus
1451	Funambulus tristriatus
1452	Funisciurus anerythrus
1453	Funisciurus bayonii
1454	Funisciurus carruthersi
1455	Funisciurus congicus
1456	Funisciurus isabella
1457	Funisciurus lemniscatus
1458	Funisciurus leucogenys
1459	Funisciurus pyrropus
1460	Funisciurus substriatus
1461	Furipterus horrens
1462	Galago alleni
1463	Galago cameronensis
1464	Galago demidoff
1465	Galago gabonensis
1466	Galago gallarum
1467	Galago granti
1468	Galago matschiei
1469	Galago moholi
1470	Galago nyasae
1471	Galago orinus
1472	Galago rondoensis
1473	Galago senegalensis
1474	Gerbillus henleyi
1475	Gerbillus hesperinus
1476	Gerbillus hoogstraali
1477	Gerbillus latastei
1478	Gerbillus mauritaniae
1479	Gerbillus mesopotamiae
1480	Gerbillus muriculus
1481	Gerbillus nancillus
1482	Gerbillus nanus
1483	Gerbillus nigeriae
1484	Gerbillus occiduus
1485	Gerbillus perpallidus
1486	Gerbillus poecilops
1487	Gerbillus principulus
1488	Gerbillus pulvinatus
1489	Gerbillus pusillus
1490	Gerbillus pyramidum
1491	Gerbillus rosalinda
1492	Gerbillus syrticus
1493	Gerbillus tarabuli
1494	Gerbillus vivax
1495	Gerbillus watersi
1496	Giraffa camelopardalis
1497	Glaucomys sabrinus
1498	Glaucomys volans
1499	Glauconycteris alboguttata
1500	Glauconycteris argentata
1501	Glauconycteris beatrix
1502	Glauconycteris curryae
1503	Glauconycteris egeria
1504	Glauconycteris gleni
1505	Glauconycteris humeralis
1506	Glauconycteris kenyacola
1507	Glauconycteris machadoi
1508	Glauconycteris poensis
1509	Glauconycteris superba
1510	Glauconycteris variegata
1511	Glironia venusta
1512	Glirulus japonicus
1513	Glis glis
1514	Glischropus javanus
1515	Glischropus tylopus
1516	Globicephala macrorhynchus
1517	Globicephala melas
1518	Glossophaga commissarisi
1519	Glossophaga leachii
1520	Glossophaga longirostris
1521	Glossophaga morenoi
1522	Glossophaga soricina
1523	Glyphonycteris behnii
1524	Glyphonycteris daviesi
1525	Glyphonycteris sylvestris
1526	Glyphotes simus
1527	Golunda ellioti
1528	Gorilla beringei
1529	Gorilla gorilla
1530	Gracilinanus aceramarcae
1531	Gracilinanus agilis
1532	Gracilinanus agricolai
1533	Gracilinanus dryas
1534	Gracilinanus emiliae
1535	Gracilinanus formosus
1536	Gracilinanus ignitus
1537	Gracilinanus marica
1538	Grammomys gigas
1539	Grammomys ibeanus
1540	Grammomys kuru
1541	Grammomys macmillani
1542	Grammomys minnae
1543	Grammomys poensis
1544	Grampus griseus
1545	Graomys centralis
1546	Graomys domorum
1547	Graomys edithae
1548	Graomys griseoflavus
1549	Graphiurus angolensis
1550	Graphiurus christyi
1551	Graphiurus crassicaudatus
1552	Graphiurus johnstoni
1553	Graphiurus kelleni
1554	Graphiurus lorraineus
1555	Graphiurus microtis
1556	Graphiurus monardi
1557	Graphiurus murinus
1558	Graphiurus nagtglasii
1559	Gracilinanus microtarsus
1560	Grammomys aridulus
1561	Grammomys buntingi
1562	Grammomys caniceps
1563	Grammomys cometes
1564	Grammomys dolichurus
1565	Isthmomys flavidus
1566	Isthmomys pirrensis
1567	Jaculus blanfordi
1568	Jaculus jaculus
1569	Jaculus orientalis
1570	Juliomys pictipes
1571	Juliomys rimofrons
1572	Juscelinomys candango
1573	Juscelinomys guaporensis
1574	Juscelinomys huanchacae
1575	Kadarsanomys sodyi
1576	Kannabateomys amblyonyx
1577	Kerivoula africana
1578	Kerivoula agnella
1579	Kerivoula argentata
1580	Kerivoula cuprosa
1581	Grammomys dryas
1582	Heliosciurus gambianus
1583	Heliosciurus mutabilis
1584	Heliosciurus punctatus
1585	Heliosciurus rufobrachium
1586	Heliosciurus ruwenzorii
1587	Heliosciurus undulatus
1588	Helogale hirtula
1589	Helogale parvula
1590	Hemibelideus lemuroides
1591	Hemicentetes nigriceps
1592	Hemicentetes semispinosus
1593	Hemiechinus auritus
1594	Hemiechinus collaris
1595	Hemigalus derbyanus
1596	Hemitragus hylocrius
1597	Hemitragus jayakari
1598	Hemitragus jemlahicus
1599	Herpestes brachyurus
1600	Herpestes edwardsi
1601	Heteropsomys antillensis
1602	Heteropsomys insulans
1603	Hexaprotodon liberiensis
1604	Hexolobodon phenax
1605	Hippocamelus antisensis
1606	Hippocamelus bisulcus
1607	Hippopotamus amphibius
1608	Hipposideros abae
1609	Hipposideros armiger
1610	Hipposideros ater
1611	Hipposideros beatus
1612	Hipposideros bicolor
1613	Hipposideros breviceps
1614	Hipposideros caffer
1615	Hipposideros calcaratus
1616	Hipposideros camerunensis
1617	Hipposideros cervinus
1618	Hipposideros cineraceus
1619	Hipposideros commersoni
1620	Hipposideros coronatus
1621	Hipposideros corynophyllus
1622	Hipposideros coxi
1623	Hipposideros crumeniferus
1624	Hipposideros curtus
1625	Hipposideros cyclops
1626	Hipposideros demissus
1627	Hipposideros diadema
1628	Hipposideros dinops
1629	Hipposideros doriae
1630	Hipposideros durgadasi
1631	Hipposideros dyacorum
1632	Hipposideros edwardshilli
1633	Hipposideros fuliginosus
1634	Hipposideros fulvus
1635	Hipposideros galeritus
1636	Hipposideros gigas
1637	Hipposideros grandis
1638	Hipposideros halophyllus
1639	Hipposideros hypophyllus
1640	Hipposideros inexpectatus
1641	Hipposideros inornatus
1642	Hipposideros jonesi
1643	Hipposideros lamottei
1644	Hipposideros lankadiva
1645	Hipposideros larvatus
1646	Hipposideros lekaguli
1647	Hipposideros lylei
1648	Hipposideros macrobullatus
1649	Hipposideros madurae
1650	Hipposideros maggietaylorae
1651	Hipposideros marisae
1652	Hipposideros megalotis
1653	Hipposideros muscinus
1654	Hipposideros nequam
1655	Hipposideros obscurus
1656	Hipposideros orbiculus
1657	Hipposideros papua
1658	Hipposideros pelingensis
1659	Hipposideros pomona
1660	Hipposideros pratti
1661	Hipposideros pygmaeus
1662	Hipposideros ridleyi
1663	Hipposideros rotalis
1664	Hipposideros ruber
1665	Hipposideros scutinares
1666	Hipposideros semoni
1667	Hipposideros sorenseni
1668	Hipposideros speoris
1669	Hipposideros stenotis
1670	Hipposideros sumbae
1671	Hipposideros thomensis
1672	Hipposideros turpis
1673	Hipposideros vittatus
1674	Hipposideros wollastoni
1675	Hippotragus equinus
1676	Hippotragus leucophaeus
1677	Hippotragus niger
1678	Histiotus alienus
1679	Histiotus humboldti
1680	Histiotus laephotis
1681	Histiotus macrotus
1682	Histiotus magellanicus
1683	Histiotus montanus
1684	Histiotus velatus
1685	Histriophoca fasciata
1686	Hodomys alleni
1687	Holochilus brasiliensis
1688	Holochilus chacarius
1689	Holochilus sciureus
1690	Homo sapiens
1691	Hoplomys gymnurus
1692	Hyaena brunnea
1693	Hyaena hyaena
1694	Hybomys badius
1695	Hybomys basilii
1696	Hybomys lunaris
1697	Hybomys planifrons
1698	Hybomys trivirgatus
1699	Hybomys univittatus
1700	Hydrictis maculicollis
1701	Hydrochoerus hydrochaeris
1702	Hydrochoerus isthmius
1703	Hydrodamalis gigas
1704	Hydromys chrysogaster
1705	Hydromys habbema
1706	Hydromys hussoni
1707	Hydromys neobritannicus
1708	Hydromys shawmayeri
1709	Hydropotes inermis
1710	Hydrurga leptonyx
1711	Hyemoschus aquaticus
1712	Hyladelphys kalinowskii
1713	Hylobates agilis
1714	Hylobates albibarbis
1715	Hylobates klossii
1716	Hylobates lar
1717	Herpestes vitticollis
1718	Hesperoptenus blanfordi
1719	Heteromys gaumeri
1720	Heteromys nelsoni
1721	Heteromys oasicus
1722	Heteromys oresterus
1723	Heteromys teleus
1724	Lagostomus crassus
1725	Lampronycteris brachyotis
1726	Lariscus hosei
1727	Lariscus insignis
1728	Lariscus niobe
1729	Lariscus obscurus
1730	Lasionycteris noctivagans
1731	Lasiurus borealis
1732	Lasiurus castaneus
1733	Lasiurus cinereus
1734	Lasiurus degelidus
1735	Lasiurus ebenus
1736	Lasiurus ega
1737	Lasiurus egregius
1738	Lasiurus insularis
1739	Lasiurus intermedius
1740	Lasiurus minor
1741	Lasiurus pfeifferi
1742	Lasiurus salinae
1743	Lasiurus seminolus
1744	Lasiurus varius
1745	Lasiurus xanthinus
1746	Latidens salimalii
1747	Lavia frons
1748	Leggadina forresti
1749	Leggadina lakedownensis
1750	Leimacomys buettneri
1751	Lemmiscus curtatus
1752	Margaretamys elegans
1753	Margaretamys parvus
1754	Marmosa andersoni
1755	Marmosa lepida
1756	Marmosa mexicana
1757	Marmosa murina
1758	Marmosa quichua
1759	Marmosa robinsoni
1760	Marmosa rubra
1761	Marmosa tyleriana
1762	Marmosa xerophila
1763	Marmosops bishopi
1764	Marmosops cracens
1765	Marmosops dorothea
1766	Marmosops fuscatus
1767	Marmosops handleyi
1768	Marmosops impavidus
1769	Marmosops incanus
1770	Marmosops invictus
1771	Marmosops juninensis
1772	Marmosops neblina
1773	Hylobates moloch
1774	Hylobates muelleri
1775	Hylobates pileatus
1776	Hylochoerus meinertzhageni
1777	Hylomys megalotis
1778	Hylomys parvus
1779	Hylomys suillus
1780	Hylomyscus aeta
1781	Hylomyscus alleni
1782	Hylomyscus baeri
1783	Hylomyscus carillus
1784	Hylomyscus denniae
1785	Hylomyscus grandis
1786	Hylomyscus parvus
1787	Hylomyscus stella
1788	Hylonycteris underwoodi
1789	Hylopetes alboniger
1790	Hylopetes bartelsi
1791	Hylopetes lepidus
1792	Hylopetes nigripes
1793	Hylopetes phayrei
1794	Hylopetes platyurus
1795	Hylopetes sipora
1796	Hylopetes spadiceus
1797	Hylopetes winstoni
1798	Hyomys dammermani
1799	Hyomys goliath
1800	Hyosciurus heinrichi
1801	Hyosciurus ileile
1802	Hyperacrius fertilis
1803	Hyperacrius wynnei
1804	Hyperoodon ampullatus
1805	Hyperoodon planifrons
1806	Hypogeomys antimena
1807	Hypsignathus monstrosus
1808	Hypsiprymnodon moschatus
1809	Hypsugo alaschanicus
1810	Hypsugo anchietae
1811	Hypsugo anthonyi
1812	Hypsugo arabicus
1813	Hypsugo ariel
1814	Hypsugo bodenheimeri
1815	Hypsugo cadornae
1816	Hypsugo crassulus
1817	Hypsugo eisentrauti
1818	Hypsugo imbricatus
1819	Hypsugo joffrei
1820	Hypsugo kitcheneri
1821	Hypsugo lophurus
1822	Hypsugo macrotis
1823	Hypsugo musciculus
1824	Hypsugo pulveratus
1825	Hypsugo savii
1826	Hypsugo vordermanni
1827	Hystrix africaeaustralis
1828	Hystrix brachyura
1829	Hystrix crassispinis
1830	Hystrix cristata
1831	Hystrix indica
1832	Hystrix javanica
1833	Hystrix pumila
1834	Hystrix sumatrae
1835	Ia io
1836	Ichneumia albicauda
1837	Ichthyomys hydrobates
1838	Ichthyomys pittieri
1839	Ichthyomys stolzmanni
1840	Ichthyomys tweedii
1841	Ictonyx libyca
1842	Ictonyx striatus
1843	Idionycteris phyllotis
1844	Idiurus macrotis
1845	Idiurus zenkeri
1846	Indopacetus pacificus
1847	Indri indri
1848	Inia geoffrensis
1849	Iomys horsfieldii
1850	Iomys sipora
1851	Irenomys tarsalis
1852	Isolobodon montanus
1853	Isolobodon portoricensis
1854	Isoodon auratus
1855	Isoodon macrourus
1856	Isoodon obesulus
1857	Isothrix bistriata
1858	Isothrix negrensis
1859	Isothrix pagurus
1860	Isothrix sinnamariensis
1861	Kerivoula eriophora
1862	Kerivoula flora
1863	Kerivoula hardwickii
1864	Kerivoula intermedia
1865	Kerivoula lanosa
1866	Kerivoula lenis
1867	Kerivoula minuta
1868	Kerivoula muscina
1869	Kerivoula myrella
1870	Kerivoula papillosa
1871	Kerivoula pellucida
1872	Kerivoula phalaena
1873	Kerivoula picta
1874	Kerivoula smithii
1875	Kerivoula whiteheadi
1876	Kerodon acrobata
1877	Kerodon rupestris
1878	Kobus ellipsiprymnus
1879	Kobus kob
1880	Kobus leche
1881	Kobus megaceros
1882	Kobus vardonii
1883	Kogia breviceps
1884	Kogia sima
1885	Komodomys rintjanus
1886	Kunsia fronto
1887	Kunsia tomentosus
1888	Laephotis angolensis
1889	Laephotis botswanae
1890	Laephotis namibensis
1891	Laephotis wintoni
1892	Lagenodelphis hosei
1893	Lagenorhynchus acutus
1894	Lagenorhynchus albirostris
1895	Lagenorhynchus australis
1896	Lagenorhynchus cruciger
1897	Lagenorhynchus obliquidens
1898	Lagenorhynchus obscurus
1899	Lagidium peruanum
1900	Lagidium viscacia
1901	Lagidium wolffsohni
1902	Lagorchestes asomatus
1903	Lagorchestes conspicillatus
1904	Lagorchestes hirsutus
1905	Lagorchestes leporides
1906	Manis gigantea
1907	Manis javanica
1908	Manis pentadactyla
1909	Manis temminckii
1910	Manis tetradactyla
1911	Manis tricuspis
1912	Margaretamys beccarii
1913	Meriones meridianus
1914	Meriones persicus
1915	Meriones rex
1916	Meriones sacramenti
1917	Meriones shawi
1918	Meriones tamariscinus
1919	Meriones tristrami
1920	Meriones unguiculatus
1921	Meriones vinogradovi
1922	Meriones zarudnyi
1923	Mesechinus dauuricus
1924	Mesechinus hughi
1925	Mesembriomys gouldii
1926	Mesembriomys macrurus
1927	Megaerops kusnotoi
1928	Megaerops niphanae
1929	Megaerops wetmorei
1930	Megaloglossus woermanni
1931	Molossus pretiosus
1932	Molossus rufus
1933	Molossus sinaloae
1934	Monachus monachus
1935	Monachus schauinslandi
1936	Monachus tropicalis
1937	Monodelphis adusta
1938	Monodelphis americana
1939	Monodelphis brevicaudata
1940	Monodelphis dimidiata
1941	Monodelphis domestica
1942	Monodelphis emiliae
1943	Monodelphis glirina
1944	Monodelphis iheringi
1945	Monodelphis kunsi
1946	Monodelphis maraxina
1947	Monodelphis osgoodi
1948	Monodelphis palliolata
1949	Megalomys desmarestii
1950	Megalomys luciae
1951	Megaoryzomys curioi
1952	Megaptera novaeangliae
1953	Megasorex gigas
1954	Melanomys caliginosus
1955	Melanomys robustulus
1956	Melanomys zunigae
1957	Melasmothrix naso
1958	Meles anakuma
1959	Meles leucurus
1960	Meles meles
1961	Mellivora capensis
1962	Miopithecus talapoin
1963	Mirounga angustirostris
1964	Mirounga leonina
1965	Mirza coquereli
1966	Mogera imaizumii
1967	Mogera insularis
1968	Mogera tokudae
1969	Mogera uchidai
1970	Mogera wogura
1971	Molossops aequatorianus
1972	Molossops mattogrossensis
1973	Molossops neglectus
1974	Molossops temminckii
1975	Molossus aztecus
1976	Molossus barnesi
1977	Molossus coibensis
1978	Molossus currentium
1979	Molossus molossus
1980	Monodelphis rubida
1981	Monodelphis scalops
1982	Monodelphis sorex
1983	Monodelphis theresa
1984	Monodelphis umbristriata
1985	Monodelphis unistriata
1986	Monodon monoceros
1987	Monophyllus plethodon
1988	Monophyllus redmani
1989	Monticolomys koopmani
1990	Mops brachypterus
1991	Mops condylurus
1992	Mops congicus
1993	Mops demonstrator
1994	Mops leucostigma
1995	Mops midas
1996	Mops mops
1997	Mops nanulus
1998	Mops niangarae
1999	Mops niveiventer
2000	Mops petersoni
2001	Mops sarasinorum
2002	Mops spurrelli
2003	Mops thersites
2004	Mops trevori
2005	Mormoops blainvillei
2006	Mormoops magna
2007	Mormoops megalophylla
2008	Mormopterus acetabulosus
2009	Mormopterus beccarii
2010	Mormopterus doriae
2011	Mormopterus jugularis
2012	Mormopterus kalinowskii
2013	Mormopterus loriae
2014	Mormopterus minutus
2015	Mormopterus norfolkensis
2016	Mormopterus phrudus
2017	Mormopterus planiceps
2018	Moschiola meminna
2019	Moschus anhuiensis
2020	Moschus berezovskii
2021	Moschus chrysogaster
2022	Moschus cupreus
2023	Moschus fuscus
2024	Moschus leucogaster
2025	Moschus moschiferus
2026	Mosia nigrescens
2027	Mungos gambianus
2028	Mungos mungo
2029	Mungotictis decemlineata
2030	Muntiacus atherodes
2031	Muntiacus crinifrons
2032	Marmosops noctivagus
2033	Marmosops parvidens
2034	Marmosops paulensis
2035	Marmosops pinheiroi
2036	Marmota baibacina
2037	Marmota bobak
2038	Marmota broweri
2039	Marmota caligata
2040	Marmota camtschatica
2041	Marmota caudata
2042	Marmota flaviventris
2043	Marmota himalayana
2044	Marmota marmota
2045	Marmota menzbieri
2046	Marmota monax
2047	Marmota olympus
2048	Marmota sibirica
2049	Lemmus amurensis
2050	Lemmus lemmus
2051	Lemmus portenkoi
2052	Lemmus sibiricus
2053	Lemmus trimucronatus
2054	Lemniscomys barbarus
2055	Lemniscomys bellieri
2056	Lemniscomys griselda
2057	Lemniscomys hoogstraali
2058	Lasiopodomys brandtii
2059	Lasiopodomys fuscus
2060	Lasiopodomys mandarinus
2061	Lasiorhinus krefftii
2062	Lasiorhinus latifrons
2063	Lasiurus atratus
2064	Lasiurus blossevillii
2065	Lemniscomys linulus
2066	Lemniscomys macculus
2067	Lemniscomys mittendorfi
2068	Lemniscomys rosalia
2069	Lemniscomys roseveari
2070	Lemniscomys striatus
2071	Lemniscomys zebra
2072	Lemur catta
2073	Lenomys meyeri
2074	Lenothrix canus
2075	Lenoxus apicalis
2076	Leontopithecus caissara
2077	Leontopithecus chrysomelas
2078	Leontopithecus chrysopygus
2079	Leontopithecus rosalia
2080	Leopardus braccatus
2081	Leopardus colocolo
2082	Leopardus geoffroyi
2083	Leopardus guigna
2084	Leopardus jacobitus
2085	Leopardus pajeros
2086	Leopardus pardalis
2087	Leopardus tigrinus
2088	Leopardus wiedii
2089	Leopoldamys ciliatus
2090	Leopoldamys edwardsi
2091	Leopoldamys milleti
2092	Leopoldamys neilli
2093	Leopoldamys sabanus
2094	Leopoldamys siporanus
2095	Lepilemur ankaranensis
2096	Lepilemur dorsalis
2097	Lepilemur edwardsi
2098	Lepilemur leucopus
2099	Lepilemur microdon
2100	Lepilemur mustelinus
2101	Lepilemur ruficaudatus
2102	Lepilemur septentrionalis
2103	Leporillus apicalis
2104	Leporillus conditor
2105	Leptailurus serval
2106	Leptomys elegans
2107	Leptomys ernstmayri
2108	Leptomys signatus
2109	Leptonychotes weddellii
2110	Leptonycteris curasoae
2111	Leptonycteris nivalis
2112	Leptonycteris yerbabuenae
2113	Lepus alleni
2114	Lepus americanus
2115	Lepus arcticus
2116	Lepus brachyurus
2117	Lepus californicus
2118	Lepus callotis
2119	Lepus capensis
2120	Lepus castroviejoi
2121	Lepus comus
2122	Lepus coreanus
2123	Lepus corsicanus
2124	Lepus europaeus
2125	Lepus fagani
2126	Lepus flavigularis
2127	Lepus granatensis
2128	Lepus habessinicus
2129	Lepus hainanus
2130	Lepus insularis
2131	Lepus mandshuricus
2132	Lepus microtis
