tsn	completename
5707156	Pipistrellus tenuis sewelanus
5707141	Pipistrellus tenuis mimus
5707174	Pipistrellus tenuis ponceleti
5707144	Pipistrellus tenuis subulidens
5707133	Pipistrellus tenuis murrayi
5707163	Pipistrellus tenuis portensis
7261835	Pipistrellus tenuis tenuis
8796888	Muntiacus muntjak peninsulae
4262420	Muntiacus muntjak annamensis
4262416	Muntiacus muntjak nigripes
4262428	Muntiacus muntjak menglalis
4262422	Muntiacus muntjak montanus
8851302	Muntiacus muntjac malabaricus
4262423	Muntiacus muntjak yunnanensis
7261391	Muntiacus muntjak muntjak
4262415	Muntiacus muntjak malabaricus
9162304	Muntiacus muntjak robinsoni
4262429	Muntiacus muntjak vaginalis
4262414	Muntiacus muntjak aureus
4262421	Muntiacus muntjak guangdongensis
9022972	Capra sibirica sibirica
8929954	Capra sibirica lydekkeri
9634203	Ibex sibiricus
2436397	Callicebus regulus
8591512	Aktautitan hippopotamopus
9260997	Callithrix cinerascens
2435332	Peroryctes broadbenti
4826062	Hypsiprymnus melanotis
8676802	Xotodon doellojuradi
8505726	Acoelohyrax coronatus
9815637	Isoodon fusciventer
8467640	Bubalus brevicornis
9340214	Microsyops simplicidens
8553186	Rhynchippus medianus
9341011	Trimerostephanos coarctatus
4968574	Arundelconodon hottoni
2435311	Isoodon obesulus
9310354	Pantolestes nuptus
4968643	Mimetodon krausei
9245261	Parabos savelisi
9134043	Palaeoryx parvidens
9154453	Hystrix sivalensis
5219886	Hystrix sumatrae
9575042	Phoca ambigua
9033496	Isoodon arnhemensis
5219889	Hystrix pumila
8468698	Astrapodon carinatus
9331733	Acanthion cuvieri
4971680	Plesiosorex schaffneri
4971676	Plesiosorex donroosai
9568538	Scalopus breweri
9361833	Midas mystax
4266876	Saguinus mystax pluto
7261988	Saguinus mystax mystax
9136796	Baiomys musculus nebulosus
8749175	Peromyscus musculus brunneus
8722545	Baiomys musculus nigrescens
9129796	Baiomys musculus musculus
8891415	Baiomys musculus pallidus
8824150	Baiomys musculus handleyi
9064590	Peromyscus musculus nigrescens
9221746	Baiomys musculus infernatis
8983034	Baiomys musculus grisescens
8913960	Baiomys musculus pullus
2440504	Steno lentiginosus
2440499	Stenopontistes zambezicus
7517323	Sousa chinensis chinensis
7744913	Sousa chinensis taiwanensis
2440503	Delphinus chinensis
9346563	Stenopontistes zambesicus
2440496	Sousa huangi
9615739	Stenopontisties zambezicus
4351492	Sousa lentiginosa
2440501	Sotalia borneensis
2440502	Delphinus lentiginosus
2440498	Delphinus sinensis
4351494	Sousa queenslandensis
7671600	Steno lentiginosus
5786479	Callicebus torquatus medemi
2436402	Callicebus medemi
4969486	Fouchia elyensis
8971434	Plesiosorex martinii
4973897	Plesiotypotherium achirense
8983144	Hystrix hodgsoni
8495773	Bubalus murrensis
8677794	Proamphicyon nebrascensis
4971965	Cambaya complexus
8497704	Bubalus youngi
8888466	Limnotherium elegans
8673809	Cryptomastodon martini
2435315	Rhynchomeles prattorum
8575186	Bubalus tingi
5936263	Hystrix depereti
9631381	Hypsiprymnus phillippi
2440017	Potorous longipes
4973898	Plesiotypotherium majus
8477946	Zelomys joannes
8671428	Dabbenea pattersoni
6545378	Sorex etruscus
7342824	Suncus etruscus etruscus
4409381	Suncus etruscus pachyurus
8084030	Podihik etruscus
5787529	Vespertilio circumdatus
9662730	Presbytis cristatus ultimus
4267073	Trachypithecus cristatus vigilans
9199556	Presbytis cristata sondaica
9744137	Trachypithecus cristatus robustus
7262022	Trachypithecus cristatus cristatus
8560696	Trachypithecus cristatus selangorensis
8958144	Presbytis cristata germaini
9102310	Simia cristata
8557405	Presbytis cristata pullata
8690705	Simia villosa
9079678	Presbytis cristata kohlbruggei
8882400	Presbytis cristata cristata
8949844	Presbytis cristata atrior
9088275	Presbytis cristata pyrrhus
8638239	Presbytis vigilans
5787736	Emballonura tiavato
8623165	Bubalus cebuensis
5219887	Hystrix javanica
9384623	Cynodontomys angustidens
8564867	Rhynchippus brasiliensis
9591274	Sorex styriacus
9542209	Dolichotis lacunosa
5936264	Hystrix arayanensis
9631422	Acanthion flemingii
9164095	Microsyops wilsoni
8495304	Cynodontomys alfi
8671403	Microcetus sharkovi
2441007	Pseudois schaeferi
9318669	Acanthion hodgsonii
8451960	Anachlysictis gracilis
8734914	Hypsiprymnus cuniculus
8875137	Khoufechia gunnelli
7454952	Hystrix major
8622656	Microsyops vicarius
8453643	Interhippus phorcus
8758048	Bubalus planiceros
7652012	Bubalus mephistopheles
8532483	Progaleopithecus tournoueri
8705671	Hypsitherium bolivianum
8449700	Cotylocara macei
8811569	Bubalus brachyceros
7407801	? lamarum
8854648	Putorius nivalis italicus
8792293	Putorius nivalis siculus
9167468	Putorius nivalis nivalis
8950554	Putorius nivalis ibericus
9053067	Putorius nivalis caucasicus
8754650	Putorius nivalis atlas
8935519	Pipistrellus papuanus collinus
7261841	Pipistrellus paterculus paterculus
5707138	Pipistrellus paterculus yunnanensis
7348227	Tetramerorhinus cingulatum cingulatum
4973938	Tetramerorhinus cingulatum fleaglei
9325127	Myogale germanica
4969949	Eomellivora wimani
8610028	Incadolops ucayali
8707126	Plesiosorex aydarlensis
8634873	Aphronorus bearspawensis
9617582	Orthomyctera vaga
4971672	Hibbarderix obfuscatus
9449144	Hypsiprymnus formosus
4974439	Microsyops cardiorestes
9557230	Chowliia laoshanensis
9331968	Toxodon foricurvatus
8477927	Entodipodiscus priscus
9442347	Erinaceus soricinoides
9689206	Peroryctes aruensis
5219885	Hystrix africaeaustralis
8526782	Bubalus teilhardi
9178897	Xaymaca fulvopulvis
7846959	Bubalus quarlesi
9548399	Anoa depressicornis
4974441	Microsyops knightensis
4351491	Sotalia sinensis
2440500	Sousa borneensis
4351498	Sotalia lentiginosus
4265603	Natalus stramineus espiritosantensis
2433010	Tadarida espiritosantensis
5787410	Natalus espiritosantensis
5707124	Pipistrellus tenuis nitidus
9442316	Semnopithecus cristatus
9254516	Pygathrix cristata
9562576	Pithecus pyrrhus cristatus
9325389	Trachypithecus pyrrhus cristatus
5219928	Echimys lamarum
5786112	Hylobates leuciscus
5707400	Hylobates lar entelloides
4969985	Pliotaxidea nevadensis
4264403	Thomomys bottae magdalenae
4262427	Muntiacus muntjak curvostylis
2441008	Pseudois nayaur
5707404	Hylobates lar vestitus
4974435	Microsyops latidens
2432207	Carpitalpa arendsi
9824339	Sotalia plumbea
2435304	Isoodon macrourus
7925696	Pachyura etrusca
4969828	Homotherium johnstoni
9521370	Trucifelis fatalis
5847305	Smilodon fatalis
9557649	Machaerodus fatalis
8559842	Neoepiblema ambrosettianus
4972861	Oregonomys sargenti
9610280	Mesohippus condoni
4969326	Miohippus condoni
7422937	Bubalus bubalis
2433024	Promops nasutus
9355929	Titanotheriomys veterior
8480419	Xenostylos peninsularis
9626258	Proeutatus carinatus
9452127	Ectocion wyomingensis
9435703	Hylobates cinereus muelleri
8469154	Phascolestes mustelulus
9499376	Tomarctus cuspidatus
9579944	Carpocyon cuspidatus
2436390	Callicebus cinerascens
8600764	Neosclerocalyptus pseudornatus
4971494	Kolpochoerus limnetes
9271389	Nyctitherium nitidus
8707632	Anomoemys lohiculus
5218466	Pipistrellus circumdatus
8626065	Bubalis cokei
8626420	Kramadolops abanicoi
4972250	Megalagus primitivus
9302722	Palaeolagus primitivus
2440018	Potorous gilbertii
8085503	Bubalus depressicornis
7349281	Bubalus mindorensis
2433588	Nasuella olivacea
9758861	Trachypithecus cristatus ultimus
2440019	Potorous tridactylus
2435307	Isoodon auratus
4971675	Plesiosorex latidens
2440016	Potorous platyops
5786441	Saguinus mystax pileatus
2440497	Steno chinensis
4351496	Sotalia chinensis
9486405	? selwynianus
9253087	? vallidens
9385059	? progressum
9398958	? birmanicum
9283056	? uintensis
9546702	? acer
9289357	? codiciensis
9500560	? heloceras
9340657	? crassicornis
9426773	? osborni
9550099	? altidens
9381854	? progressus
9326849	? cornutum
9636659	? bridgeri
9368025	? ultimum
9720934	? medius
9430084	? trigonoceras
9479745	? isselanum
4830416	Desmatotitan
9266470	? marshii
9596490	? superior
9309928	? tichoceras
9290108	? montanus
9483074	? mongoliense
9337421	? hypoceras
9458132	? laevidens
9564402	? ophryas
9354311	? kaiseni
9699997	? giganteum
9412776	? foris
9357567	? torvus
9578769	? washakiensis
9604232	? pratensis
9402176	? thyboi
8561285	Parvicornus
9475566	? coloradensis
9472247	? bucco
9532281	? osborni
9503927	? brownianus
9561000	? fontinalis
9600757	? javali
9622125	? incisivum
9286183	? mongoliensis
9256231	? diploconum
9242960	? proutii
9521379	? californicus
9269731	? intermedius
9528933	? tyleri
9444157	? berkeyi
9249970	? gobiensis
9239812	? harundivoras
9607648	? platyceras
9575335	? furcatus
9364827	? blairi
9313105	? bicornutus
9593105	? diaconus
9440839	? marshi
9478934	? yunnanensis
9323562	? bakeri
9557643	? manteoceras
9514685	? ramosum
9625493	? lacustre
9454806	? serotinus
9518082	? dolichoceras
9296520	? syceras
4832784	Peltephilus
4830410	Symborodon
4830397	Epimanteoceras
8654628	Balochititanops
4830378	Nanotitanops
4830388	Megacerops
8517568	Lophiotherium
4832780	Epipeltephilus
4267404	Iomys winstoni
4830382	Sthenodectes
8524456	Wickia
8456785	Nasamplus
4830376	Pseudodiplacodon
4577072	Embolotherium
4830270	Bepitherium
4832782	Peltecoelus
2432089	Cynocephalus
4830570	Paranchilophus
4830396	Rhinotitan
9495706	Ronwolffia
4830402	Parabrontops
4830390	Protitan
4830412	Metatelmatherium
4830419	Protembolotherium
4830406	Manteoceras
4830560	Palaeotherium
4830408	Diplacodon
9465348	Iberolophus
4830415	Menopus
4830418	Metatitan
4830559	Mekodontherium
3239450	Metarhinus
3239484	Plagiolophus
4830385	Dolichorhinoides
8637628	Fossendorhinus
4830417	Mesatirhinus
4830380	Leurocephalus
4830557	Propachynolophus
4830387	Sphenocoelus
4830574	Paloplotherium
4969681	Paraplagiolophus
4830381	Pachytitan
4830395	Menodus
8579859	Pollyosbornia
4830555	Franzenium
4830405	Eubrontotherium
4830400	Mulkrajanops
4830422	Limnohyus
4830383	Hyotitan
4830375	Eotitanops
8255944	? forbesi
4830407	Protitanops
4830384	Duchesneodus
4830374	Limnohyops
3239451	Microtitan
4830386	Titanodectes
4830372	Notiotitanops
4830377	Palaeosyops
4830328	Qianohippus
4830404	Brontotherium
4830411	Telmatherium
4830414	Brachydiastematherium
9289338	Metanchilophus
4573449	Pachynolophus
4830394	Sivatitanops
4830558	Metaplagiolophus
4830391	Lambdotherium
3239454	Nanotitan
4832783	Anantiosodon
4830572	Cantabrotherium
4830370	Menops
4830413	Teleodus
4830392	Titanotherium
4830409	Pakotitanops
4577626	Gnathotitan
4830398	Diploclonus
4832781	Parapeltecoelus
4829933	Trigodon
3240518	Trigonodon
3240489	Clemensia
9708439	Dicrocynodon striatus
4835843	Eutrachytheres
4830033	Tiphotherium
4830047	Eutrachytherus
4830040	Proedrium
4830041	Typotherium
4831426	Charlesmooria
9074684	Tupaia ferruginea
8923562	Tupaia concolor
4831177	Cladobates
4831180	Glissorex
4831170	Tupaya
4831171	Chladobates
4831167	Glisosorex
4831174	Palaeotupaia
5428972	Tapaia
4831168	Glipora
7830335	Glirisorex
4831166	Hylogalea
4831172	Sorex-Glis
7009333	Tupaja
8350581	Tapaia
4831176	Glisorex
4831173	Lyonogale
3239902	Tana
7787496	Gladobates
4831175	Hylogale
5428970	Gladobates
5428971	Glirisorex
4831169	Sorexglis
9045549	Selenoportax vexillarius
4835095	Aepiceras
9272051	Neotragoceras
4835016	Protragoceros
4834897	Madoka
4834898	Rhynchotragus
4835094	Aepiceros
4835015	Protragoceus
4829150	Eosaccomys
4829553	Brachyrhizomys
4829552	Nyctocleptes
4833819	Vormella
8647162	Promartes fossor
4832094	Rhinopomus
4970276	Metkatius kashmiriensis
8906837	Dilambda speciosa
8448499	Typotherium exiguum
2436268	Tupaia belangeri
9132181	Aepyceros datoadeni
9299393	Cavia avita
8978414	Parectypodus jepseni
8508862	Paralutra transdanubica
9251788	Asiocoryphodon lophodontus
5707288	Rhinopoma macinnesi
2438057	Rhizomys sinensis
8635077	Homogalax uintensis
9421250	Toxodon plicidens
4968677	Parectypodus simpsoni
8951472	Tupaia obscura
8863738	Anathana wroughtoni
2439286	Prionomys batesi
2432086	Galeopterus
4830403	Rhadinorhinus
4830421	Brontops
4830363	Diconodon
4830393	Dolichorhinus
4830373	Protitanotherium
4830573	Franzenitherium
4830399	Acrotitan
9382488	Lophiohippus
9117360	Hylopetes spadiceus everetti
8873160	Hylopetes spadiceus sumatrae
4264078	Hylopetes spadiceus spadiceus
8650255	Bos praeafricanus
4262209	Giraffa camelopardalis tippelskirchi
4262211	Giraffa camelopardalis thornicrofti
8540310	Acrohyaenodon pungens
2441002	Madoqua saltiana
2436275	Tupaia picta
8502350	Afrocyon burolleti
8627679	Typotherium maendrum
9069351	Ectypodus silberlingi
2436303	Tupaia tana
8745081	Aepyceros afarensis
2436279	Tupaia gracilis
4968801	Florentinoameghinia mystica
2438949	Saccostomus mearnsi
4969898	Enhydritherium terraenovae
8361455	Rhinopoma cystops
7530561	Rhinopoma hadramauticum
8448709	Eutrachytherus grandis
4969905	Brachyopsigale dubius
4970839	Nalacetus ratimitus
2436271	Tupaia glis
8462861	Stromeriella depressa
9267635	Macrauchenia media
7601242	Istiophorus flavescens
8442156	Brachyprotoma putorius
8554294	Brachyprotoma spelaea
8515726	Brachyprotoma brevimala
8645076	Brachyprotoma pristina
8195101	Vesperugo moloneyi
4266460	Mimetillus moloneyi thomasi
4266459	Mimetillus moloneyi moloneyi
9211756	Phascogale venusta venusta
9168618	Phascogale venusta rubrata
9414241	Semnopithecus francoisi
8639512	Selenoconus agilis
7529494	Cervus camelopardalis
8923014	Giraffa camelopardalis cottoni
7261369	Giraffa camelopardalis camelopardalis
8882499	Giraffa camelopardalis wardi
5787063	Giraffa camelopardalis peralta
7625498	Giraffa camelopardalis australis
8487500	Indozostrodon simpsoni
8442756	Trachytherus ramirezi
4968660	Ectypodus powelli
9415741	Cavia impar
9493684	Oligobunis vantasselensis
2436288	Tupaia nicobarica
9565800	Lutra lorteti
9163785	Tupaia ultima
2436299	Tupaia montana
4968672	Parectypodus lunatus
9153458	Tupaia longicauda
2436302	Tupaia palawanensis
8998977	Tupaia lacernata
4973684	Pauromys schaubi
4980862	Vormela petenyii
8695096	Paralutra jaegeri
4982182	Dicrocynodon victor
4968676	Parectypodus foxi
9491292	Ectypodus riansensis
4969973	Promartes olcotti
9031258	Pithecus satyrus genepaiensis
8779192	Pithecus satyrus skalauensis
8793548	Pithecus tuakensis
9170948	Pithecus satyrus rantaiensis
8923354	Pithecus satyrus batangtuensis
8882153	Pithecus satyrus landakkensis
9015640	Pithecus satyrus dadappensis
5218469	Pipistrellus aegyptius
5787523	Pteropus leucocephalus
9026489	Hipposideros insolens
8795076	Cervus cameloides
5786488	Tarsius carbonarius
8873911	Herpestes bocagei
8903303	Emballonura papuana
8937027	Nyctinomus leonis
2432279	Scotomanes emarginatus
9154144	Scotomanes ornatus imbrensis
4266465	Scotomanes ornatus sinensis
4266466	Scotomanes ornatus imbrensis
4266464	Scotomanes ornatus ornatus
4266853	Ictonyx libyca rothschildi
7193917	Neofelis nebulosa nebulosa
8791806	Felis nebulosa
6164506	Neofelis nebulosa macrosceloides
8524665	Dasypus undecimcinctus
8625404	Ziphila lugubris
8545241	Dasypus multicinctus
9123695	Dasypus unicinctus
9478164	Dasypus duodecimcinctus
6163128	Cabassous unicinctus squamicaudis
8677408	Dasypus octodecimcinctus
8450483	Dasypus verrucosus
7194081	Cabassous unicinctus unicinctus
4267427	Thomomys alexandrae
9225933	Thomomys umbrinus powelli
8845399	Cephalotes pannietensis
4940705	Liarthrus copei
9260360	Systemodon protapirinum
8499892	Typotherium eguiai
4970746	Neotragocerus lindgreni
8729930	Mystromys cookei
8649544	Indobaatar zofiae
8652726	Trachytherus subandinus
9300147	Echovenator sandersi
8737807	Madoqua cordeauxi
8689940	Tupaia miocenica
8826365	Mesotherium cristatum
9565935	Charlesmooria childei
8769303	Madoqua swaynei
4973913	Punapithecus minor
4968671	Parectypodus corystes
9212439	Felis dominicanorum
8969224	Rhinolophus euryale tuneti
9251577	Ischyromys cristatus
8875070	Ischyromys typus typus
8707370	Ischyromys troxelli
8495214	Colotaxis cristatus
8603092	Ischyromys typus nanus
8575761	Ischyromys typus lloydi
8498233	Gymnoptychus chrysodon
8108758	Ellobius larvatus
7400837	Ellobius albicatus
7901251	Ellobius coenosus
5786895	Ellobius kastschenkoi
2438068	Oryzomys yunganus
9221506	Ellobius talpinus ognevi
7599261	Ellobius fuscipes
8823941	Ellobius fusciceps ursulus
8464915	Ailuraena johnstoni
7261542	Tamias townsendii townsendii
4263663	Tamias townsendii cooperi
8631250	Tamias cooperi
8445344	Tamias hindei
4264787	Coendou bicolor quichua
4264790	Coendou bicolor richardsoni
7259314	Coendou bicolor bicolor
4264788	Coendou bicolor simonsi
8506823	Guichilambda zhaii
9612572	Parectypodus lovei
2436297	Tupaia dorsalis
2436291	Tupaia splendidula
2436319	Tupaia moellendorffi
9133626	Bathrodon annectens
8628898	Grypolophodon imperfectus
8988655	Parectypodus tardus
4968673	Parectypodus sloani
8622468	Madoqua phillipsi
2438545	Hypogeomys antimena
8611339	Stromeriella franconica
8909717	Preptoceras mayfieldi
4968664	Ectypodus aphronorus
4975039	Adinodon pattersoni
8494895	Tsaganohyus pecus
8664816	Homogalax namadicus
9001459	Homogalax wutuensis
2436272	Tupaia longipes
9610747	Palaeocavia pampaea
4970038	Mammacyon obtusidens
5218748	Rhinopoma muscatellum
9569967	Dilambda zhuguikengensis
2436283	Tupaia minor
2438522	Mystromys albicaudatus
5707128	Pipistrellus rusticus rusticus
5707178	Pipistrellus rusticus marrensis
8077531	Scotophilus rusticus
8622816	Cylindrodon galbreathi
8852101	Capra pyrenaica nowaki
4409368	Capra pyrenaica victoriae
8808326	Capra pyrenaica cabrerae
7342823	Capra pyrenaica pyrenaica
4409370	Capra pyrenaica hispanica
4409369	Capra pyrenaica lusitanica
9580843	Omomys sheai
8462916	Bathyopsis middleswarti
9158595	Aethomys kaiseri kaiseri
8816837	Epimys kaiseri turneri
8382745	Mus walambae
7638321	Mus manteufeli
8783240	Aethomys kaiseri amalae
9117080	Aethomys kaiseri walambae
9078905	Aethomys kaiseri hintoni
8897595	Aethomys kaiseri pedester
4969695	Skopaiolophus burmese
2436278	Tupaia chrysogaster
4973687	Pauromys perditus
2438948	Saccostomus campestris
4973689	Pauromys lillegraveni
4968575	Alticonodon lindoei
8480396	Palaeotupaia sivalicus
4968675	Parectypodus armstrongi
4968679	Parectypodus clemensi
8541438	Hypogeomys boulei
4968674	Parectypodus vanvaleni
9038199	Anathana pallida
2441000	Madoqua piacentinii
4973688	Pauromys simplex
8620124	Tyrrhenolutra helbingi
8476319	Eutrachytherus modestus
8602537	Hassianycteris kumari
8522541	Typotherium insigue
9268205	Ectypodus sylviae
4970745	Neotragocerus improvisus
9489503	Palaeocavia minuta
2438058	Rhizomys sumatrensis
8526234	Anatherium oxyrhynchus
4968947	Kotadasiren gracillis
8692472	Hylobates rafflesi
5786110	Hylobates unko
5786109	Hylobates rafflei
5786108	Hylobates albo nigrescens
5786111	Hylobates albo griseus
9217159	Tamias durangae solivagus
9610336	Eutamias durangae
8820093	Tamias durangae durangae
8617150	Tamias nexus
2436382	Callicebus hoffmannsi
8513416	Tupaia storchi
4973899	Trachytherus mendocensis
9391855	Oligobunis gemmarosae
5707278	Rhinopoma hardwickii
8596175	Trachytherus spegazzinianus
8652498	Typotherium pseudopachygnathum
8744975	Ectypodus grangeri
8851289	Tupaia dissimilis
2441003	Madoqua guentheri
4973685	Pauromys exallos
8682184	Mammacyon ferocior
8484820	Paralutra garganensis
2438059	Rhizomys pruinosus
9578096	Negodiaetictis rugatrulleum
8540732	Stenotephanos specious
4973686	Pauromys texensis
8533765	Systemodon primaevus
4973920	Trigodon gaudryi
8531736	Meridiolophus expansus
8845295	Xylotitan cenosus
4972625	Amphidyromys pusillus
7261538	Tamias siskiyou siskiyou
4263636	Tamias siskiyou humboldti
6066832	Coendou platycentrotus
5936265	Hystrix prehensilis
4968658	Ectypodus szalayi
8536345	Ectypodus laytoni
2436298	Tupaia javanica
8748998	Madoqua cavendishi
8547538	Asiocoryphodon conicus
8458666	Ectypodus arctos
9132064	Ectypodus russelli
8627462	Trachytherus alloxus
4968663	Ectypodus musculus
9190906	Tupaia castanea
8826800	Tupaia clarissa
8527270	Bathrodon typus
4941188	Acrohyaenodon acutidens
9224750	Tupaia frenata
8570813	Typotherium pachygnatum
8781381	Androconus verlinderi
4969664	Homogalax aureus
8486918	Homogalax bridgerensis
2440324	Delphinus blainvillei
5220002	Pontoporia tenuirostris
9559366	Ischyromys chrysodon
9473523	Stenodelphis tenuirostris
2440087	Pseudocheirus forbesi
6164508	Neofelis nebulosa brachyura
5218749	Rhinopoma microphyllum
9290853	Tatoua unicincta
9360089	Xenurus unicinctus
9480532	Lysiurus unicinctus
9635851	Chasmaporthetes johnstoni
2441144	Aepyceros melampus
2440323	Stenodelphis blainvillei
9158257	Giraffa camelopardalis antiquorum
2441001	Madoqua kirkii
9555077	Tatoua lugubris
9599163	Xenurus verrucosus
9404690	Lysiurus lugubris
9247551	Xenurus lugubris
9362345	Cabassous lugubris
5787104	Alces alces cameloides
9309708	Tarsius syrichta carbonarius
8654801	Xenurus duodecimcinctus
2433709	Vormela peregusna
9408741	Kalobatippus navasotae
4969343	Anchitherium navasotae
8587605	Dideilotherium venerandum
4941715	Allodesmus courseni
8567245	Dubiotherium waterhousi
8459211	Holoclemensia texana
4969963	Brachyprotoma obtusata
8549786	Haplomys arboraptus
8438216	Peripantostylops minutus
4968983	Pilgrimella wardi
4968982	Lammidhania wardi
8659463	Enhydra reevei
9415458	Enhydriodon reevei
4970817	Anthracothema rubricae
4974029	Goniacodon levisanus
9277879	Mioclaenus levisanus
4969389	Epihippus uintensis
8461187	Titanoides looki
9426112	Eutamias townsendii
4972390	Neotamias townsendii
9556864	Parahippus penultimus
4972134	Centetodon magnus
4970829	Heptacodon occidentale
9590108	Eulambda deculca
9381121	Kalobatippus anceps
9385794	Mesohippus anceps
4969325	Miohippus anceps
2436266	Anathana ellioti
4972371	Neotamias durangae
9569629	Cercolabes prehensilis
4834577	Lophiodolodus
8459194	Prorastomatidae
9610888	? spectabilis
9236816	? hancocki
4830340	Heteraletes
9618861	? broennimanni
9543472	? leotanus
9343743	? xui
9535564	? marslandensis
9351186	? robustus
9415903	? beliajevi
9423608	? grangeri
9465017	? canhami
8679543	Manatus vulgaris
9330392	Trichechinae
8652704	Manatoidea
9437158	Trichecidae
8448688	Manatidae
8571007	Manatus aequatorialis
8522725	Trichechoidea
9493621	? koellikeri
8627485	Halicorea
9614991	? borealis
8471480	Manatida
8547206	Halicoreae
9209540	? bairdianus
9543319	? pomeli
9378668	? parvum
4969577	Triplopides
9343877	? modestus
9582072	? osborni
9423460	? medius
9497266	? tienshanensis
9618709	? zdanskyi
9236676	? implicatus
9535717	? laiwuensis
9388312	? mazhuangensis
9461492	? intermedium
4830659	Ardynia
9272814	? grandis
4830341	Tanyops
4834647	Anomotherium
4830663	Paraceratherium
4830671	Symphysorrhachis
8621043	Eohippus validus
8316968	Acrocodia
4830337	Miotapirus
4830672	Indricotherium
4830342	Protapirus
2435291	Trichechus
4830651	Urtinotherium
8685654	Proeggysodon
4830664	Eggysodon
4830338	Palaeotapirus
4830675	Rhodopagus
3239479	Cooperia
6141994	Dzungariotherium
4830331	Megatapirus
4834655	Potamosiren
4830670	Metahyrachyus
4832864	Palaeopeltis
4262705	Capra falconeri megaceros
4262701	Capra falconeri heptneri
7261445	Capra falconeri falconeri
8623104	Hesperaletes
4830332	Tapiriscus
4830674	Praeaceratherium
4830666	Prohyracodon
3239676	Prorastomus
8356054	Paratapirus
3239478	Armania
4830355	Plesiocolopirus
3239481	Tenisia
4830653	Hyrachyus
4834578	Pezosiren
4830354	Tapiravus
4830660	Teniseggysodon
4830658	Ilianodon
4830652	Allacerops
4830668	Aprotodon
8257794	Hyracodon
4830343	Eotapirus
4834653	Ribodon
4830656	Colonoceras
4830667	Forstercooperia
4830335	Plesiotapirus
7918610	Tapirella
7939585	Tapirus
4834646	Miosiren
4830676	Epitriplopus
4830339	Nexuotapirus
4830336	Selenolophodon
3239482	Ulania
4830665	Imequincisoria
4830655	Benaratherium
4834576	Florentinoameghinia
9529355	Guangnanodon
4830662	Prothyracodon
4830669	Pappaceras
4830657	Triplopus
4968979	Ishatherium subathuensis
8464530	Spalacotherium tricuspis
4834838	Lithotragus
3240328	Nemotragus
4835004	Antilopa
3240327	Capricornus
7993020	Damalis
4834837	Austritragus
4834839	Capricornulus
4835491	Ocapia
4829482	Cauia
4829480	Coiza
4829485	Cobaia
4829478	Mamcaviaus
4829483	Scavia
6006434	Anoema
6006433	Savia
4829479	Cobaya
4829502	Anoemas
4833402	Brachicyon
8657640	Amphicyon gracilis
4833389	Progenetta
9382236	Hebucides
4833390	Amphycion
4833382	Daphoenocyon
4833788	Micraonyx
3240099	Leptonix
4833787	Anahyster
3240098	Anonyx
3240097	Leptonyx
9546107	Cyraonyx
4833789	Aonix
4833790	Paraonyx
4830888	Bematiscus
4830877	Eremitalpha
4262615	Capricornis crispus
9607252	Dinocyon ossifragus
2433894	Aonyx cinereus
2438830	Dendroprionomys rousseloti
8928579	Zarafa zelteni
5936091	Martes stirtoni
9031627	Okapia erikssoni
5219704	Cavia aperea
5936098	Martes gazini
4950961	Xenocranium pileorivale
9794169	Martes gazini
9374267	Brachicyon intermedius
4830334	Teleolophus
4834654	Prohalicore
4830292	Yimengia
9058174	Hylopetes alboniger leonardi
4264083	Hylopetes alboniger chianfengensis
7261595	Hylopetes alboniger alboniger
4264076	Hylopetes alboniger orinus
8731706	Lophuromys flavopunctatus laticeps
8725656	Lophuromys flavopunctatus rita
9033551	Lophuromys flavopunctatus zena
9143328	Lophuromys flavopunctatus brevicaudus
9200646	Lophuromys flavopunctatus chrysopus
8904420	Lophuromys flavopunctatus brunneus
8959075	Lophuromys flavopunctatus simensis
8748115	Lophuromys flavopunctatus flavopunctatus
8846769	Lophuromys flavopunctatus zaphiri
8629803	Bos bunnelli
7059492	Bos grunniens grunniens
5787843	Erinaceus micropus
8502161	Hippopotamus leptorhynchus
8737350	Phodotes tumidirostris continentis
7261724	Natalus tumidirostris tumidirostris
4265601	Natalus tumidirostris haymani
4265596	Natalus stramineus tronchonii
8532308	Caenophilus tripartitus
4970055	Cynelos macrodon
4971607	Robiacina minuta
4262619	Capricornis rubidus
8680371	Vishnuonyx chinjiensis
4973970	Eomorphippus pascuali
4970052	Amphicyon galushai
8674457	Amphicyon argentinus
9185585	Spalacotherium minus
4970718	Damaliscus agelaius
9500967	Amphicyon sinapius
4973994	Hypercoryphodon thomsoni
9528741	Mustela parviloba
8455133	Aonyx aonychoides
8527140	Vucetichia gracilis
4968779	Spalacotherium tricuspidens
4262612	Capricornis swinhoei
5219703	Cavia magna
5706497	Cavia intermedia
9125520	Taprirus enigmaticus
4267090	Trachypithecus obscurus halonifer
9609226	Semnopithecus obscurus
4267080	Trachypithecus obscurus sanctorum
7262021	Trachypithecus obscurus obscurus
6163112	Caenolestes fuliginosus obscurus
6163111	Caenolestes fuliginosus centralis
7194123	Caenolestes fuliginosus fuliginosus
8550120	Bison crassicornis
8519861	Bison geisti
8474216	Bison praeoccidentalis
8682717	Bison willistoni
9467231	Urus priscus
8979156	Aethomys nyikae vernayi
9037125	Aethomys nyikae nyikae
2436386	Callicebus stephennashi
8480398	Megalenhydris barbaricina
9655577	Cavia oeningensis
2439207	Brachyuromys betsileoensis
