tsn	completename
8573214	Plethorodontidae
9535911	Notopithecidae
4831421	Ptilodontidae
9278811	Atryptheridae
3239412	Brandoniidae
8515893	Dipodiscidae
4825901	Pappotheriidae
4831443	Triconodontidae
4831529	Paleoparadoxiidae
4831315	Boffiidae
6142022	Gobiatheriidae
4825810	Bondesiidae
4968761	Zofiabaataridae
4968752	Allodontidae
8489316	Bobolestidae
3239510	Hyopsodontidae
4831543	Aegialodontidae
4831183	Changlelestidae
4826647	Megazostrodontidae
6142023	Archaeolambdidae
4968766	Polymastodontidae
9615831	Brontotheridae
9398916	Arboroharamiyidae
4831290	Eucosmodontidae
8577509	Xotodontidae
4834359	Triisiodontidae
8442765	Mesorhinidae
4831679	Cimolestidae
6141991	Ectoganidae
7628903	Ceutholestidae
4831507	Pediomyidae
8370933	Todralestidae
4825458	Repenomamidae
8500174	Astigalidae
4831404	Sloanbaataridae
4831526	Yingabalanaridae
4825795	Barbereniidae
4831640	Ernanodontidae
9390472	Paraceratheriidae
4831460	Chronoperatidae
4831674	Barylambdidae
6142053	Halamydae
4975201	Cimolomidae
8447747	Oligoryctidae
8606558	Kermackodontidae
6142016	Etayoidae
4831306	Neoplagiaulacidae
4825888	Plicatodontidae
4834133	Proborhyaenidae
3239957	Palaeoryctidae
9490924	Protoxodontidae
3240271	Uintatheriidae
4831303	Shuotheriidae
9327548	Duplicidentata
4834279	Amilnedwardsiidae
4968802	Dipriodontidae
3239391	Dimylidae
4968768	Chirogidae
4831647	Pantolambdidae
3240506	Amphitheriidae
4826937	Esthonychidae
3240521	Isotemnidae
9336449	Stegotheridae
4834348	Oxyaenidae
8500707	Ocepeiidae
4834224	Adianthidae
3239943	Stylinodontidae
4829990	Archaeohyracidae
4971587	Eurytheriidae
4832952	Pyrotheriidae
8565348	Eggysodontidae
4825455	Jeholodentidae
4831455	Hahnodontidae
3239514	Periptychidae
4831462	Kuehneotheriidae
8534250	Chriacidae
3239502	Phenacolophidae
8555867	Homalodontotheridae
4829821	Didolodontidae
4834134	Arguitheriidae
8468013	Pachyrucidae
3239399	Dormaaliidae
4830745	Reigitheriidae
8389321	Cymaprimadontidae
3240767	Zhelestidae
6142004	Centetidae
4834127	Vincelestidae
6142028	Limnocyonidae
6142019	Protypotheriidae
8564903	Eleutherodontidae
9712517	Marsupialia
8653036	Heterosoricidae
8649917	Simpsonodontidae
4831439	Pinheirodontidae
4980864	Pyrotheridae
6141988	Caenopidae
7534495	Macropoda
4829936	Leontiniidae
4831533	Desmostylidae
4826456	Asioryctidae
4831596	Titanoideidae
6142009	Scalopidae
8629695	Chambelestidae
6142025	Pseudolemuridae
3240503	Peramuridae
4831369	Austrotriconodontidae
4971461	Dichodontidae
4834129	Arguimuridae
8535676	Indolophidae
8478615	Lambdopsalidae
4827018	Apternodontidae
4968585	Agilia
3239690	Plagiaulacidae
6142005	Potamogalidae
4825790	Tinodontidae
4831393	Cimolomyidae
4825898	Picopsidae
4975139	Numbigilgidae
4831471	Sudamericidae
9475438	Praetragulidae
6142015	Ierboidae
6141996	Heptodontidae
4975152	Herpetotheriidae
4825892	Amebelodontidae
6141983	Aculeata
8540734	Prionogalidae
3239854	Eurymylidae
4829875	Perutheriidae
6142006	Vastanidae
8448078	Kelbidae
3240467	Macraucheniidae
6142057	Koladae
8413847	Choloepidae
3240180	Amphidontidae
9558091	Tylopoda
4834125	Hondadelphidae
4834034	Yalkaparidontidae
6142056	Petrolemuridae
4831565	Necrolestidae
4970576	Hispanomerycidae
3239692	Cimolodontidae
4826554	Tegotheriidae
4827009	Deltatheridiidae
4825890	Endotheriidae
4825542	Ausktribosphenidae
3239389	Micropternodontidae
4971465	Merycopotamidae
4968586	Cunicularia
4829949	Campanorcidae
4831629	Harpyodidae
6142013	Lagostomyidae
3239695	Woutersiidae
4830007	Hegetotheriidae
3239685	Haramiyidae
4969663	Breviodontidae
6142030	Capridae
9339855	Paleoparadoxidae
4834289	Kumlestes
4834062	Osmetectis
4574168	Theridosorex
3239433	Rhizoprion
4831480	Dracoclaenus
3240437	Alce
4834047	Hemilophodon
4833019	Brachymelis
4835878	Isoproedrium
4826505	Hadrorhynchus
8688075	Eionaletherium
4834022	Armodillus
4832772	Pliocitellus
4825374	Orthutaetus
4835871	Proastrapotherium
4832256	Paramoceros
8787056	Thulitheripus
4825388	Adrastotherium
4825331	Merycodon
4834079	Ocrodon
4832939	Paleolemur
4826618	Palaeochirogalus
4829640	Tatabelodon
4835832	Laniodon
3237149	Macrotarsus
4832688	Platystegodon
4826710	Hyaegulus
4825423	Conaspidotherium
4829813	Gillisonchus
5428966	Heterotherium
9686808	Sederipes
4833029	Eodiprotodon
4835823	Heterofelis
4831572	Hsianogolestes
7237052	Profelis
4825672	Prosyotherium
4832969	Ischyrodidelphis
4831497	Protelicomys
9461237	Cherwellia
4830775	Brachyostracon
4825360	Lambdoconus
4825492	Tamblamastodon
3239935	Macroura
4577532	Zalabis
4835855	Nycterus
4834092	Eucritus
4826470	Paradoxaelurus
4832930	Metacoenopus
4826640	Plesioxotodon
4826347	Miomegaderma
4826632	Subparacosoryx
4834394	Eopithecus
4826644	Molossides
4834112	Pseudopithecus
4975031	Schadipes
8554962	Hiskatherium
4826986	Tehuelia
4825825	Proterocetus
9526512	Zodiocyon
4832763	Zooligus
9517974	Cunichnoides
4832250	Mixohyrax
4829759	Samiris
3240765	Echinodes
4832995	Plectrochoerus
8247866	Microbunodon
4826451	Epiaphelops
3240712	Orycterus
4830835	Palaeoscalopus
4833013	Eurytherium
4832948	Microbiotheridion
4574553	Myrmecolichnus
8599366	Grypotherium
4826969	Eumeganys
4831259	Genomys
4825665	Aculeodens
4829773	Tragulotherium
4830780	Odontomysops
4826621	Ailuromachairodus
4831470	Glirodon
4830222	Pediohippus
4829724	Euphilus
4832774	Hyotapirus
4834674	Protetraceros
4830701	Szechuanopithecus
4834672	Megatheriops
4829676	Palaeodaedicurus
4832258	Ocnotherium
4825572	Miopanthera
9304290	Exiguodon
4826550	Lemudeus
4825375	Quirogalestes
9521291	Durlstodon
4825382	Heterotitanops
4941483	Creotarsus
8446251	Epirigenys
4834052	Adelotherium
4826545	Palaeoryctoropus
4831752	Palaeomanis
4834281	Paleomeles
4825821	Hyracodontherium
4829782	Artionyx
4829650	Callistrophus
4825435	Mesembriotherium
3239388	Bidens
4830056	Ouistiti
3239874	Prionodes
3239984	Plagioptychus
4830208	Cete
4831476	Thaumatherium
4835884	Diastomicodon
4826988	Nesotherium
4831288	Kentrogomphios
4825409	Oreinotherium
4832963	Narwhal
4831504	Kansupithecus
4830833	Carnilestes
4826438	Euprocyon
4826934	Colotaxis
4825357	Brauronia
4826510	Saceomys
4830785	Maurimontia
4826701	Cordillerion
4571804	Catastylops
4830209	Eomeryx
4832769	Palaeobassaris
4829869	Thangorodrim
4826465	Aleamastodon
4826340	Hydrochoeridium
9616079	Sectisodon
4831255	Stereodectes
4826935	Sphenodontherium
4832695	Amphilemus
4829814	Fimbrethil
4829743	Eomaia
4829694	Capricerva
4826443	Khoyak
4826514	Prostegodon
4825556	Propolymastodon
4826944	Amphichneumon
4832751	Tricium
4971391	Discritochoerus
8667046	Ambilestes
4829703	Strongyloceros
3240302	Bonasus
4829728	Camelotherium
4825387	Eodidelphys
4832873	Coala
6759333	Potamys
4834234	Thoatheriopsis
4832868	Hetroprox
4576054	Gobisorex
4832876	Euhyperoodon
9524010	Ursalveolous
8592971	Mondegodon
4832923	Cynos
4826706	Uintacolotherium
4831482	Ophthalmomegas
4830080	Capreolina
4825406	Stereohippus
8526860	Chaoyangodens
4834285	Manul
4825373	Dicea
4832259	Conorytes
3239981	Gryphus
4830860	Mongolosorex
4832922	Euchoerus
4832980	Mesorhinoceros
4830776	Pseudotsaganomys
4830269	Crenidelphinus
4834046	Kosmelaphus
4835902	Amyxodon
4830238	Stypolophus
4825675	Heterocnemas
4834162	Borhyoena
4835742	Alticamelus
3240433	Megaceros
4835607	Megalocerus
7529179	Megaloceros
4834801	Mouilvaitherium
4829097	Trilodon
3239996	Viverriceps
3239997	Procyon
7848770	Vulpes
4833451	Angusticeps
4833447	Pseudolycos
9558358	Pseudalopex
4833450	Nothocyon
7969932	Lupulus
4833448	Microcyon
4833445	Carcinocyon
7009347	Thous
4833446	Eunothocyon
4833449	Pseudolopex
4827631	Australopithecus ramidus
4969462	Embolotherium andrewsi
4970300	Palauchenia mexicana
9465991	Hyperdichobune spectabilis
8677661	Wickia brevirhinus
8765944	Hyaenarctos maraghanus
5220084	Physalus sibbaldii
2440739	Rorqualus major
2440738	Balaenoptera sibbaldi
4827774	Cailuxotherium
4826549	Pontoportax
4831751	Rabdiodon
4826543	Promarsupium
4829627	Hesperomeryx
4829628	Furiella
3239491	Isodactylella
7348632	Eutypotherium
4835900	Neogeus
4835859	Pyrofelis
4829747	Xenoglyptodon
3240462	Sphenodon
4826636	Protechidna
4825414	Paracaviodon
4826507	Venyukovia
4830815	Plagiocoelus
4825671	Protelotherium
4825376	Neoschizotherium
4826917	Nothodectes
4826516	Pachyzaedyus
4574446	Castoromys
4832967	Revilliodia
4834355	Ipshanatherium
3239824	Polycladus
4831493	Omochoerus
4829772	Reithrosciurus
4825509	Porotemnus
4830760	Mongo
4831254	Trimenodon
4835858	Volucre
4834659	Onychura
4575039	Lutrictis
4834087	Breameryx
4831231	Amphibos
4830822	Hydrotapirus
4834379	Onychotherium
4825461	Pseuderemotherium
4829654	Erethryson
4832776	Cesserassictis
4827001	Paratritemnodon
8635599	Cronopio
4835218	Achaenodon
3240509	Leucippe
4832976	Picunia
4835870	Setebos
4830060	Talpha
4574951	Simplodon
4826605	Lithomys
4832998	Protosirena
4834658	Triacanthodon
8702118	Daeodon
4826614	Pararchacomys
4826345	Colodus
4825415	Nephacodus
4831262	Probos
4832241	Heptaconodon
8388827	Hypoleurus
9476489	Elaphuruformipes
4832765	Chronozoon
4835919	Eometarhinus
4830769	Paecilomys
4830867	Otlestes
4826968	Protoxodon
4832761	Duquettichus
4834568	Museides
4968589	Malutitetrasauropodiscus
4825337	Semicuon
4829698	Phocodon
8556574	Tikitherium
4831245	Triglochinopholis
3239807	Procervus
4825578	Mesoadapis
4830752	Nosella
4833015	Elomys
4829659	Ergilia
4831250	Palaeoplatyceros
4834096	Tomocyon
4974172	Paroxyaena
4825871	Potamotelses
4826547	Procerorhinus
4830702	Volverenna
4830235	Entellus
4833042	Omegodus
4832889	Hetamys
4575080	Emperodon
4574148	Csakvaromys
4832867	Hystricotherium
3239831	Moschatus
4826660	Mixoclaenus
4830263	Onza
2436844	Lepus paludicola
5787544	Myotis jeannei
4825581	Symetrodontomys
4825356	Capaccinius
4826370	Acticyon
4826627	Cheiropteruges
4572052	Lycotherium
4830230	Plesispermophylus
4831240	Sinomegaceroides
4831754	Euangelistes
4832951	Chirox
4826607	Crassicuon
4835850	Anthropolithus
4833008	Hyperailurictis
4825366	Paraungulatum
4829771	Zhangheotherium
4826962	Montanalestes
4835819	Yak
4826526	Laira
3239863	Lotor
8660101	Qatranilestes
4834397	Hemiganus
4831239	Propareutatus
4826501	Eudomys
4825451	Jeholodens
4825446	Parhalmarhiphus
4826546	Miobasileus
8702817	Docofossor
4830679	Selenoconus
4834384	Opisthopsalis
7237048	Setifer
4831579	Paomys
4968778	Maotherium
4826317	Merycopater
4830268	Sphaerochlamydes
4832748	Sajus
8554481	Argentodites
3239423	Mulus
4830240	Mesotapirus
4832752	Probarbouromeryx
4830218	Arnee
4826359	Risia
4825411	Tomictis
4829666	Tetracaulodon
4834074	Archaeanthropus
4829704	Parapyrotherium
8634542	Obashtakaia
4834042	Protosorex
4831226	Oronopusa
4830763	Anisolophus
4574108	Pterodicticus
4830680	Bularchus
4826639	Prodidelphys
4572283	Aftonius
4833030	Chtonoergus
4825558	Scotaeumys
4830226	Cotylops
4825565	Triprotroglodytes
4832990	Procapromys
4825664	Sterrohippus
3239965	Philocryptus
4825419	Protogaulus
4826619	Ortalestes
4831284	Peragonium
4826637	Elodon
4831230	Austroportax
4829732	Teutobochus
4829674	Kennetheridium
3240513	Sideroderma
4827004	Hyainailouros
3239992	Thous
4826929	Ectoconodon
4825590	Potamohippos
4825507	Cervocerus
4832242	Tseiran
4826325	Pagiodon
8459599	Bridetherium
3240763	Pediolagus
8677241	Passumys
4826595	Patropithecus
4826498	Aphelotherium
4826919	Cetophis
4830856	Androsorex
8963048	Cercopithecus inobservatus
9085235	Cercopithecus buccalis
8730831	Cercopithecus pulcher
4826471	Indopithecus
4829649	Brachymeryx
4825436	Canipeda
4830677	Araedon
4834565	Palaeocervus
4834292	Miolophus
4834106	Protictops
4573873	Sinbadelphys
4830889	Nycticonodon
4830861	Alloscapanus
4834661	Choilodon
4834395	Cnephaiophilus
7237046	Rhytisodon
4833033	Protosimia
4825355	Nutria
3240069	Catus
4826497	Indrodon
4832950	Uphelognatos
4834113	Uniserium
4832239	Botheratiotherium
4834233	Lambdaconops
4826468	Ichneugale
4832981	Dasyurodon
4826987	Eumylodon
4825453	Indozostrodon
4826972	Olbitherium
4832870	Helicolophodon
4831748	Mephititaxus
4830216	Stenacodon
4834049	Plioganphiodon
4830704	Scabellia
4825433	Paedopithex
9362729	Baidabatyr
4835827	Tetraselenodon
4827778	Telmalestes
4835910	Eucetus
4579028	Tricorynopus
5428956	Cyclognathus
4834293	Bisonus
4832920	Cynopus
4833050	Pseudocardiomys
7237038	Neopithecus
7237042	Mandrillus
4831105	Epapheliscus
4825321	Proplesictis
4831221	Teleobunomastodon
4832247	Hedymys
3239825	Lophocomus
4835874	Dorsetodon
4834059	Meryceros
4825822	Eusyodon
4833027	Spelaeus
4834107	Campsiurus
4577707	Myonax
5428927	Mesonychia
4834037	Micronus
4831007	Mydecodon
4829786	Amphiprox
4829648	Pantostylops
8613129	Archaeonothos
3239777	Macropodus
4825538	Ameghinotherium
4832884	Gryza
4834021	Anatherium
4825814	Sigmogomphius
9603258	Kwanyinaspis
7720936	Tembotherium
4572782	Pachypithecus
4834105	Lathonus
4982154	Trimerostephanus
4834389	Dicoelophorus
7977671	Odontostylus
8446008	Argillomys
4832974	Rhinchonycteris
4831368	Janumys
4829787	Dynamictis
4825326	Megopterna
4825580	Pithecodon
4826521	Pontotatus
4826338	Atelocheirus
4832917	Pseudosciuromys
4831488	Platycerobison
4830710	Nephrosteon
4835852	Rhinodorcas
8553423	Millsodon
4835881	Pelorocerus
4829646	Hemistylops
4826469	Dysseohyus
4831182	Gervaisyus
4832866	Prea
4975029	Likhoeletherium
4826624	Lissanthropos
3239489	Ptiloturus
4832912	Oligodens
4832936	Galestes
4572908	Zebus
9212291	Ghazijhippus
6142002	Horolodectes
4825561	Microstylops
4826319	Hyops
4825437	Fractinus
9482151	Oplidactylapes
4832902	Necrodasypus
4825503	Cynochoerus
4577799	Myomeryx
4830217	Soricictis
4831350	Ameribaatar
3239864	Spermolegus
4826951	Elaphotherium
4830818	Prophalangista
3239822	Choeropithecus
4832245	Chunnelodon
4834040	Hyracops
4830244	Nycterops
7237031	Prohyrax
4826933	Thylacopardus
4825410	Blickotherium
4829697	Thylacomorphus
4572659	Pachypleurus
4576483	Myoxoides
4578197	Zaedypus
4831747	Geisotodon
4826713	Rabaticerus
4831257	Physotherium
4826679	Coelogomphodus
4829744	Oligotherium
4830826	Lopholambda
4831189	Opisthorhinus
4830243	Pseudorophodon
4826494	Cymatotherium
4825573	Limnotherium
4832966	Bunolophodon
4829673	Ecphantodon
4576692	Myotes
4835862	Duperetia
4826702	Xenochoerus
4832897	Turicius
4575751	Emmenodon
4827779	Anuromeles
4826455	Trigonolestes
4825407	Nanohyus
4825421	Methylobates
4829780	Hippoleakius
4825344	Merycotherium
8313407	Tragulohyus
4834280	Anadolops
4830237	Halicyon
4826442	Tapinotherium
4826530	Helotherium
4835824	Getulus
4832896	Magnimus
4830778	Smilodontopsis
4825413	Miospalax
4834082	Hemiacis
4825505	Mececyon
4834076	Paracolodon
3240746	Paradoxodon
4826608	Plesiogula
4831578	Geopithecus
4829876	Quettacyon
4825403	Pseudelephant
4826324	Schizotheriodes
4577815	Pikermicerus
8773241	Kerberos
8549038	Fieratherium
4832898	Pareutatus
4832933	Choichephilum
3239988	Ctenocerus
4826506	Dasytrichus
4825514	Carolibergia
4829682	Pliostylops
4826623	Trachicalyptus
4826697	Holothylax
4975199	Molapopentapodiscus
4830703	Prechoeropsis
4940823	Eotetrapodiscus
4832944	Syndactylus
4832979	Damelaphus
4832989	Hysterotherium
4825448	Nephotherium
4830834	Dinosorex
4830828	Hypselochoerus
4571789	Lydekkerion
4834041	Protobarbouromeryx
3240094	Ozolictis
4831248	Protaceratherium
4830773	Gamphotherium
4831219	Pampaeocervus
4834028	Metasimia
7237061	Mesotherium
4826558	Qurliquoria
4826354	Tetrastylopsis
4826671	Poatrephes
4834365	Diacartherium
4831755	Brachiopithecus
4825571	Paradolichotis
4835866	Rhagodon
3239983	Pilgrimia
4826601	Prohyracotherium
4826588	Parapseudailurus
4825502	Praotherium
9085570	Perissobune
4833025	Parastegodon
4830073	Drescheratherium
8989263	Dasypotherium
4826344	Haplacodon
4576808	Gnu
4826541	Hypselephas
4834086	Prodinotherium
4833041	Bulatia
4825450	Sinuconodon
4831241	Anissodolops
4829784	Postpliopithecus
4826942	Benaius
4577871	Myolemmus
4826921	Notopachyrucos
4834077	Tendrac
4832992	Diabroticus
4835868	Marsasia
8633632	Eolantianus
3239428	Weyenberghia
4830829	Hyaenalopex
8582709	Doliochoerus
4830681	Sirapithecus
4832942	Qatranitherium
4826517	Sphiggomys
4835347	Amphimoschus
4826610	Foina
9437584	Durlstotherium
4832926	Laboura
4829641	Hemicaulodon
4825443	Alcicephalus
4826704	Rhinoceroides
8054291	Leptotherium
4825812	Pliohylobates
4825466	Buselaphus
9252710	Tegulariscaptor
4826444	Grypolithax
4832894	Lophiohyus
4830832	Quercysorex
8620789	Liaoconodon
4835916	Prothomo
4825579	Melido
4831289	Notohipparion
4826445	Hedralophus
4825784	Xenodelphis
4835822	Palaeopetromys
3239808	Cyclopia
4829735	Orenomys
4825483	Dorecopsis
4825586	Eurystephanodon
4826369	Matschieella
4830786	Petrachoerus
4835841	Eulambda
4829757	Plesidissacus
9522340	Cervipus
8579876	Juchilestes
4826628	Paraphelops
4829709	Tatou
4826350	Menotherium
4830757	Saturnina
4825516	Paracotylops
4831266	Prouintatherium
4833003	Protroglodytes
4826503	Phatagenus
4826635	Spalacotherioides
4833040	Teleopternus
4832929	Dinolemur
4825667	Napu
4831234	Pocha
4825430	Feliopsis
4826634	Cremoriventer
4826533	Euchaetomys
4826537	Tachytypotherium
4829871	Earendil
3240464	Canna
4834043	Megacrodon
4832940	Dimadon
4825379	Cuama
4832977	Quercytherium
8568608	Palaeomylus
4834036	Sycium
4826592	Mastotherium
4829705	Zetodon
8454593	Altacreodus
4825584	Hyoenodictis
4826659	Tashkumyrodon
3239832	Platyodon
4825638	Macronycteris
4835897	Damacerus
4826346	Diamantohyns
4826460	Nanolestes
4832771	Widanelfarasia
4826923	Scopotherium
4825372	Sazlestes
4826603	Ailurena
4575579	Pternoconius
4833026	Achyrodon
4825537	Eoastrapostylops
4573459	Pachynodon
4825479	Unaus
4832255	Heterolambda
8151760	Caenobasileus
8496353	Dawsonicyon
7542924	Amphiprox
4833005	Civetea
4831749	Catoglokis
4830225	Hypsolophodon
4826611	Tricomys
4826722	Amphitylus
3239829	Cardiodus
4825575	Microtomys
4829681	Metochotona
7237049	Parahipparion
4830768	Missurium
4834393	Ducantalpa
4832962	Prolagopsis
4834030	Hypotoxodon
4829657	Agnocyon
4832932	Praemadoqua
4826719	Proochotona
4826641	Chasmotherium
4832931	Xylotherium
4826965	Procarnassium
4832911	Tapinochoerus
4826314	Marunsiomys
9434887	Ursichnus
7562513	Diplotherium
8639714	Dilambdogale
4829679	Anisodelphis
4831757	Megalocervus
4829832	Machocyon
5428968	Eutypotherium
4826925	Munifelis
4832996	Parthenopa
4826983	Napodonictis
4832879	Calydonius
4826313	Ormenalurus
4834053	Djaludjangi
6142066	Guimarota
4831237	Biber
4835831	Chelodus
4825498	Pleurystomus
4826694	Prohyaena
4831499	Noaditherium
4829739	Palaeodelphis
4829767	Protoindris
4825470	Ectacodon
4833022	Leptaceratherium
4830789	Omoloxodon
4825478	Globilemur
3239506	Paulacoutoia
4825395	Adelphotherium
4831163	Parasoriculus
4834073	Kathiah
4826630	Badacterium
4572924	Zebu
4825668	Nylgau
4825426	Prosinopa
4825510	Tragocamelus
4826496	Tricuspidens
4831478	Troglodyta
4826977	Gephyranodus
4830224	Notosciurus
4578555	Indurus
4835820	Dilestes
4830064	Synodontherium
4830220	Neoparacamelus
4825815	Dyseomeryx
9106192	Ictonyx senegalensis intermedius
8865945	Ictonyx senegalensis senegalensis
4833012	Mesitotherium
4833001	Tapiralum
4571763	Catathlaeus
4834027	Cucang
4832871	Uintamastix
4825334	Homosimius
4826461	Claeetes
8315647	Jaggermeryx
4834673	Plesydacrytherium
4970609	Heterocemas
4829633	Tapinodon
4826434	Synaptochoerus
8607420	Sasayamamylos
4830764	Anthropops
4834562	Pliochotona
4826591	Amphiarctos
4830221	Aybelodon
6759353	Hinnulus
3239976	Pareptesicus
4827782	Kraterohippus
